분류,자치구,공연/행사명,날짜/시간,장소,기관명,이용대상,이용요금,출연자정보,프로그램소개,기타내용,홈페이지?주소,대표이미지,신청일,시민/기관,시작일,종료일,테마분류
영화,도봉구,[도봉문화재단] 문화공간 가치 정기강좌 모집,2023-05-13~2023-07-29,"문화공간 가치{도봉구 도봉로109길 11, 2층)",,"도봉구 내 거주 성인, 초등학생 20명",,,,,http://www.dbfac.or.kr/front/supportManageReq/supportManageView.do?miv_pageNo=&miv_pageSize=6&total_cnt=&LISTOP=&mode=V&seq=862&searchkey=NAME&search_gb=&gubun=05&search_gb2=All&gubun2=&searchType=title&searchtxt=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=bdfdea5d15804bb28de8b2aa9f2eeeb7&thumb=Y,2023-04-21,기관,2023-05-13,2023-07-29,기타
교육/체험,중구,예술가의 수첩 [에드워드 호퍼: 길 위에서] 전시 연계 교육,2023-05-13~2023-07-22,서울시립미술관 서소문본관 B1 2강의실 서울시립미술관 서소문본관 4층 세마휴(옥상),,"청소년 성인 청소년(만13-16세), 시니어, 성인",,,,,https://sema.seoul.go.kr/kr/whatson/education/detail?acadmyEeNo=1167085,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=2171050a8b39476090e87f1323737cbf&thumb=Y,2023-04-25,기관,2023-05-13,2023-07-22,기타
축제-문화/예술,중랑구,2023 서울장미축제,2023-05-13~2023-05-28,"중랑장미공원(월릉교~장평교 구간), 중화체육공원, 면목체육공원 일대",,누구나,무료,,서울장미축제는 2005년 중랑천 둔치 공원화 사업으로 심기 시작했던 장미가 오랜 시간이 지나면서 아름다운 장미터널을 형성하였고 이를 바탕으로 5.15㎞의 국내 최대 규모 장미터널을 적극 활용하여 도심 속에서 아름다운 장미와 함께 다양한 문화 공연까지 즐길 수 있는 축제입니다.,,https://seoulrose.jnfac.or.kr/,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a303a9196eb349268db2a941681e0d0e&thumb=Y,2023-04-03,기관,2023-05-13,2023-05-28,기타
교육/체험,송파구,[몽촌토성투어프로그램] 개로왕의 밀지 첩자의 흔적,2023-05-13~2023-05-20,몽촌역사관,,초등학교 2~4학년(동반가족),,,,,https://baekjemuseum.seoul.go.kr/dreamvillage/board/notice/index.jsp?boardid=SDM0401000000&mmode=content&mpid=SDM0401000000&skin=notice&pid=21187&cpage=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=fe244be13ca043b48be2c4c75af17d1b&thumb=Y,2023-04-09,기관,2023-05-13,2023-05-20,어린이/청소년 문화행사
축제-문화/예술,금천구,2023 금천하모니축제,2023-05-13~2023-05-14,"서울 금천구 시흥대로73길 70 (시흥동) 금천구청 앞, 안양천 일대",,남녀노소 누구나 참여가능,,,,,https://gcfac.or.kr/content?gcfac_menu_cd=U0107,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=2d10d66f91384c10818fba2648a7159b&thumb=Y,2023-04-18,기관,2023-05-13,2023-05-14,기타
교육/체험,용산구,2023 노들예술체험프로그램 [다채로운 노들공방],2023-05-13~2023-05-14,노들섬 노들라운지(노들랩),,문화예술에 관심있는 누구나,1만원,,,,https://nodeul.org/program/16387-2/,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=1b3beaa131d04350864889ac623239a4&thumb=Y,2023-04-21,기관,2023-05-13,2023-05-14,기타
축제-문화/예술,도봉구,2023년 제11회 도봉구 도서관 책축제 [도봉산책],2023-05-13~2023-05-13,"도봉구청 1층 로비, 2층 선인봉홀. 도봉구민청, 도봉구청 밖 잔디광장",,누구나,,,,,http://www.unilib.dobong.kr/,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=554e0c8d356b404f95654b1636e6ef22&thumb=Y,2023-04-10,기관,2023-05-13,2023-05-13,기타
콘서트,광진구,신유X박구윤X강유진 [신박한 트롯쇼],2023-05-13~2023-05-13,나루아트센터 대공연장,,추후 공지,"R석 60,000원 / S석 40,000원",,,,https://www.naruart.or.kr/bbs/board.php?bo_table=performance&wr_id=822&page=2,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=312da0c621f74ae5b0d7cd34b1c598d1&thumb=Y,2023-02-15,기관,2023-05-13,2023-05-13,기타
축제-시민화합,금천구,[금천가족공연예술축제] 탈춤추는날,2023-05-13~2023-05-13,금천구청 앞,,"시민, 예술가, 지역단체",무료,천하제일탈공작소,탈춤으로 만난 시민들과 전문 탈춤꾼들의 화합의 장 ,,https://lrl.kr/vKXg,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=998b00fb33e24eb78156a5a7bab0624e&thumb=Y,2023-04-27,기관,2023-05-13,2023-05-13,기타
축제-문화/예술,용산구,2023 서울드럼페스티벌 드럼경연대회 ,2023-05-13~2023-05-13,노들섬 라이브하우스,www.seouldrum.go.kr,대한민국 국민 누구나,무료,,서울시가 주최하는 드럼경연대회 ,,http://www.seouldrum.go.kr/,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=49eb157bb8ed4d658a927c657d98e7e7&thumb=Y,2023-04-04,기관,2023-05-13,2023-05-13,기타
기타,은평구,금성당제,2023-05-13~2023-05-13,금성당 (진관2로 57-23),,시민 모두 ,,,은평뉴타운 진관동 아파트 빌딩 사이에 위치 국가민속문화재 금성당에서 펼쳐지는 전통문화행사 나라굿 <금성당제> ,,http://shamanismmuseum.org/main.php,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=2116b7479e03495b8631ddbca20cccaf&thumb=Y,2023-04-06,기관,2023-05-13,2023-05-13,
국악,중구,"2023 남산소리극축제-판소리공장 바닥소리 : 닭들의 꿈, 날다",2023-05-13~2023-05-13,서울남산국악당,,전체관람가,"전석 30,000원",,,,https://www.hanokmaeul.or.kr/ko/g/perf/2023-%eb%82%a8%ec%82%b0%ec%86%8c%eb%a6%ac%ea%b7%b9%ec%b6%95%ec%a0%9c-%ed%8c%90%ec%86%8c%eb%a6%ac%ea%b3%b5%ec%9e%a5-%eb%b0%94%eb%8b%a5%ec%86%8c%eb%a6%ac-%eb%8b%ad%eb%93%a4%ec%9d%98-%ea%bf%88,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=bb92daa14c6c480aa09c780e4a7f95d3&thumb=Y,2023-03-24,기관,2023-05-13,2023-05-13,기타
기타,종로구,생명사랑 환경사랑 제14회 생명나눔 플로깅,2023-05-13~2023-05-13,동국대학교 만해광장(서울특별시 중구 필동로 1길30),,청소년 및 참가를 원하는 국민 모두,,,,,https://www.lisa.or.kr/menu06/menu05,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e058ce2970294134ba41e20652d109fa&thumb=Y,2023-04-21,기관,2023-05-13,2023-05-13,기타
클래식,강북구,MEG 앙상블 키즈 클래식,2023-05-13~2023-05-13,강북문화예술회관 강북진달래홀,,48개월 이상,전석 2만원,,,,http://www.gbcf.or.kr/load.asp?subPage=110.View&cate=A&page=1&idx=144,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=55a8822eca8c445681059710caa54175&thumb=Y,2023-04-10,기관,2023-05-13,2023-05-13,
무용,은평구,2023 패밀리위크 [댄싱뮤지엄],2023-05-13~2023-05-13,은평문화예술회관 공연장,,48개월 이상,"전석 20,000원",,,,https://www.efac.or.kr//sub01/sub01.php?type=view&uid=3334,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=93dd3b96a4934e8fbf84a7f23e3fae07&thumb=Y,2023-04-19,기관,2023-05-13,2023-05-13,기타
기타,도봉구,5월 토청 [난타 하이라이트],2023-05-13~2023-05-13,삼각산시민청 1동 2층 활짝라운지,,시민 누구나(선착순 신청자 50명),,,,,https://sg.seoulcitizenshall.kr/?r=sg&m=reserve&cate=%EC%A0%84%EC%B2%B4&catesub=&mod=view&p=1&uid=1555&catepro=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=fc35d7c373ac46a9b28e3c154a5e2d82&thumb=Y,2023-04-19,기관,2023-05-13,2023-05-13,기타
교육/체험,성동구,심화해설 프로그램,2023-05-12~2023-05-26,서울하수도과학관 및 하수처리장,서울하수도과학관 홈페이지,초등 4학년~성인,무료,교육강사,하수도의 역사와 하수처리방법의 이해 하수처리장 현장 견학,사전 접수 후 이용,https://sssmuseum.org/main/?mc_code=121116,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=5e9978b3de15487c9d5fe0699a60cb70&thumb=Y,2023-04-06,기관,2023-05-12,2023-05-26,어린이/청소년 문화행사
축제-자연/경관,서초구,2023 한강 서래섬 유채꽃 축제,2023-05-12~2023-05-21,반포한강공원 서래섬,,시민 누구나,,,5월 서래섬을 노랗게 물들이는 유채꽃밭 배경의 축제,,https://hangang.seoul.go.kr/,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c77dd601bd3a411cb6c12c325a9e5006&thumb=Y,2023-04-10,기관,2023-05-12,2023-05-21,기타
클래식,송파구,2023 서울시향 마르쿠스 슈텐츠의 바그너 반지 ②,2023-05-12~2023-05-12,롯데콘서트홀,,홈페이지 참고,"R 120,000 S 90,000 A 60,000 B 30,000 C 10,000","(지휘) 마르쿠스 슈텐츠, (협연) 박재홍",,,https://www.seoulphil.or.kr/perf/view?perfNo=5237&calendarDate=2023/05/12&langCd=ko&menuFlag=MFLG0001,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c7eb74ac2aaf4d478de6d154d2e13a1d&thumb=Y,2023-04-11,기관,2023-05-12,2023-05-12,
기타,마포구,[5월/성인메이킹] 엄혜숙 작가 내 그림책을 만들자 / Book Cx클래스,2023-05-11~2023-06-01,마포구립서강도서관 3층 Book C,,일반 12명,,,,,https://mplib.mapo.go.kr/sglib/MENU1199/PGM3028/eventDetail.do?currentPageNo=1&eventSn=6607,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f8b1c44d5e984c73ae1ee15ded89e128&thumb=Y,2023-04-07,기관,2023-05-11,2023-06-01,기타
뮤지컬/오페라,종로구,노는 뮤지컬 [보조개 사과],2023-05-11~2023-05-14,아이들극장,,전 연령,"전석 20,000원",,"상처가 있어도, 흠집이 있어도 나는 나, 우리는 우리! 클래식 음악을 모티브로 한 창작뮤지컬",,https://jct.jfac.or.kr/site/child/childProgram/view?pgIdx=264&pgCatCode=50,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=11e2a29405214cea9cea1a6a5ae7ef74&thumb=Y,2023-04-05,시민,2023-05-11,2023-05-14,어린이/청소년 문화행사
클래식,송파구,2023 서울시향 마르쿠스 슈텐츠의 바그너 반지 ①,2023-05-11~2023-05-11,롯데콘서트홀,,홈페이지 참고,"R 120,000 S 90,000 A 60,000 B 30,000 C 10,000","(지휘) 마르쿠스 슈텐츠, (협연) 박재홍",,,https://www.seoulphil.or.kr/perf/view?perfNo=5235&calendarDate=2023/05/11&langCd=ko&menuFlag=MFLG0001,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=dcba46ce2ee34e928baf50249fe2a31a&thumb=Y,2023-04-11,기관,2023-05-11,2023-05-11,
콘서트,노원구,하림의 음악 따라 세계여행 - 집시 테이블,2023-05-11~2023-05-11,노원문화예술회관 소공연장,,8세 이상,전석 3만원,,,,https://www.nowonarts.kr/html/pe/performancedetail.php?param_url=https%3A%2F%2Fwww.nowonarts.kr%2Fhtml%2Fpe%2Fperformanceinfo.php%3F%26cate%3D%26skin%3D%26search_state%3D1%26search_syear%3D%26search_smonth%3D%26search_eyear%3D%26search_emonth%3D%26search_order%3D%26search_startPage%3D&idx=324,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f48a1c37bf2f4cff8a3f1ea707be6e71&thumb=Y,2023-03-08,기관,2023-05-11,2023-05-11,기타
교육/체험,송파구,[꿈마을울림교실] 후후! 우리 음악 속으로 (온라인),2023-05-11~2023-04-25,몽촌역사관,,초등학교 3~5학년(동반가족),,,,,http://baekjemuseum.seoul.go.kr/dreamvillage/board/notice/index.jsp?boardid=SDM0401000000&mmode=content&mpid=SDM0401000000&skin=notice&pid=21212&cpage=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=9b14027b9b6e49058f5f9f89aac3b538&thumb=Y,2023-04-09,기관,2023-05-11,2023-04-25,어린이/청소년 문화행사
교육/체험,노원구,1950년대 이후 한국 현대미술,2023-05-10~2023-06-30,서울시립 북서울미술관 지하1층 다목적홀,,성인 일반인,,,,,https://sema.seoul.go.kr/kr/whatson/education/detail?acadmyEeNo=1169171,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=dc3481cbe6394e17b43754e1ee4992df&thumb=Y,2023-04-26,기관,2023-05-10,2023-06-30,기타
교육/체험,도봉구,[도봉문화재단] 문화공간 연계 청소년 특성화 사업 [도미솔],2023-05-10~2023-06-17,프로그램별 상이,,"초5,6학년 및 중학생",,,,,http://www.dbfac.or.kr/front/supportManageReq/supportManageView.do?miv_pageNo=&miv_pageSize=6&total_cnt=&LISTOP=&mode=V&seq=861&searchkey=NAME&search_gb=&gubun=04&search_gb2=All&gubun2=&searchType=title&searchtxt=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=b83f206099e7483a9a7f33728accfaf5&thumb=Y,2023-04-19,기관,2023-05-10,2023-06-17,어린이/청소년 문화행사
교육/체험,성동구,우수수 친구들의 마술쇼!,2023-05-10~2023-05-13,서울하수도과학관 1층 영상실,서울하수도과학관 홈페이지,유아 및 초등 저학년 권장 ,무료 ,마술사 콜리 등,우수수 친구들과 함께하는 재미있는 마술공연과 하수 속 과학원리,사전 접수 필요,https://sssmuseum.org/main/?mc_code=121116,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=bbe460e2e94c48a1b59533b6612e72bc&thumb=Y,2023-04-06,기관,2023-05-10,2023-05-13,어린이/청소년 문화행사
클래식,마포구,M 한국가곡 시리즈 [모던가곡 #1. POP],2023-05-10~2023-05-10, 플레이맥,, 8세 이상 관람가," 전석 30,000원","출연 :　밴드 더 보울스, 보컬 리엘&연경이","삶이 그대를 속일지라도, 첫사랑, 저 구름 흘러가는 곳, 마중, 고향, 서시 등",,https://www.mfac.or.kr/performance/whole_view.jsp?sc_b_category=17&sc_b_code=BOARD_1207683401&pk_seq=2178&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=7062c6cb52c74f5b9c403e2266d10756&thumb=Y,2023-04-04,기관,2023-05-10,2023-05-10,기타
교육/체험,은평구,[구립증산정보도서관] 구글 AI 디지털정보 체험하기,2023-05-09~2023-06-27,4층 문화강좌실,,컴퓨터와 스마트폰을 어느정도 다룰 수 있는 성인 11명,,,,,https://www.jsplib.or.kr/culture/event.asp?mode=view&lecture_seq=1681&listname=normal,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=307b0a3e8d4d4bd9b4c64d5d1c1e327e&thumb=Y,2023-04-24,기관,2023-05-09,2023-06-27,
교육/체험,강남구,슬기로운 정효 문화 생활,2023-05-08~2023-07-28,서울시 서초구 사임당로18길 52-2 정효아트홀,,홈페이지 참조,프로그램별 상이,,,,http://www.jeonghyo.or.kr/,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=fa71709f54cb4377b1b92bf8c2ee0c01&thumb=Y,2023-04-16,시민,2023-05-08,2023-07-28,기타
교육/체험,은평구,[구립증산정보도서관] 왕초보 컴퓨터배우기 & 스마트한 인터넷 검색,2023-05-08~2023-06-26,4층 문화강좌실,,55세이상 누구나 11명,,,,,https://www.jsplib.or.kr/culture/event.asp?mode=view&lecture_seq=1680&listname=normal,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=640ee2e5b3084b6bafa600467c7bef1f&thumb=Y,2023-04-24,기관,2023-05-08,2023-06-26,
교육/체험,성동구,맨홀은 왜 둥글지?,2023-05-07~2023-05-28,서울하수도과학관 2층 교육실,서울하수도과학관 홈페이지,"(첫 번째, 세 번째 일요일)초등 1~2학년/ (두 번째, 네 번째 일요일)3~6학년",무료,교육강사,"(초1~2학년) 맨홀의 뜻과 역할, 나만의 맨홀 만들기 (초3~6학년) 맨홀의 뜻과 역할, 맨홀탐사자동차만들기",사전 접수 후 이용,https://sssmuseum.org/main/?mc_code=121118,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=313097c546d74dafa95eca3e063a38b3&thumb=Y,2023-04-06,기관,2023-05-07,2023-05-28,어린이/청소년 문화행사
교육/체험,광진구,[서울상상나라] 가족요리 카네이션 앙금 쿠키,2023-05-06~2023-05-28,지하 1층 요리놀이실,,4세 이상 어린이와 보호자 1인,"14,000원(입장권 4,000원 별도)",,,,https://www.seoulchildrensmuseum.org/education/educationList.do,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ef305c00d6204eb1a3a4e96b69fd9a6d&thumb=Y,2023-04-06,기관,2023-05-06,2023-05-28,어린이/청소년 문화행사
교육/체험,광진구,[서울상상나라] 오감요리마음이 담긴 메달 쿠키,2023-05-06~2023-05-28,지하 1층 요리놀이실,,5세 이상 어린이,"12,000원(입장료 4,000원 별도)",,,,https://www.seoulchildrensmuseum.org/education/educationList.do,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d481a137be414b8a9acef6cd497d95f5&thumb=Y,2023-04-07,기관,2023-05-06,2023-05-28,어린이/청소년 문화행사
교육/체험,성동구,바다거북이가 아파요!: 미세플라스틱 문제,2023-05-06~2023-05-20,서울하수도과학관 2층 교육실,서울하수도과학관 홈페이지,초등학생,무료,교육강사,"환경오염과 미세플라스틱 문제 이해하기, 친환경 물병 '오호' 만들기",사전 예약 후 참여 ,https://sssmuseum.org/main/?mc_code=121118,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=7c42ede1b51b4df49650daeef9b0188b&thumb=Y,2023-04-06,기관,2023-05-06,2023-05-20,어린이/청소년 문화행사
교육/체험,성동구,하수와 재이용수: 날아라 물로켓 자동차!,2023-05-06~2023-05-20,서울하수도과학관 2층 교육실,서울하수도과학관 홈페이지,초등 3~6학년,무료,교육강사,"상수, 하수, 재이용수 이해하기, 재이용수 물로켓 자동차 만들기",사전 예약 후 참여,https://sssmuseum.org/main/?mc_code=121118,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3955865674bb4b2aa89c9ab7fd2f8f2a&thumb=Y,2023-04-06,기관,2023-05-06,2023-05-20,어린이/청소년 문화행사
콘서트,용산구,문화가 흐르는 예술마당 5월 공연,2023-05-06~2023-05-13,노들섬 잔디마당,,시민 누구나,,,,,https://cultureseoul.co.kr/2023/?p=0202#day1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f091607189c1436e9e4957e3eaab7471&thumb=Y,2023-04-26,기관,2023-05-06,2023-05-13,문화가 있는 날
축제-기타,광진구,2023. 제10회 서울동화축제,2023-05-06~2023-05-07,서울어린이대공원 열린무대 일대,,어린이,,,,,https://www.gwangjin.go.kr/portal/main/contents.do?menuNo=200281,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=cf22a3905fb84e04a0cc50e15bb4575e&thumb=Y,2023-04-05,기관,2023-05-06,2023-05-07,어린이/청소년 문화행사
축제-문화/예술,강동구,2023 강동 바람꽃 가족 축제,2023-05-06~2023-05-06,강동아트센터 바람꽃 마당,,누구나,,,,,http://www.gdfac.or.kr/web/lay2/bbs/S1T235C370/A/23/view.do?article_seq=14097&cpage=1&rows=10&condition=&keyword=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=dd6640cbf39145239cbd3510dffc333c&thumb=Y,2023-04-24,기관,2023-05-06,2023-05-06,문화가 있는 날
클래식,성북구, 꿈빛극장 클래식라운지 [양성원 첼로 리사이틀],2023-05-06~2023-05-06,꿈빛극장,,8세 이상,"전석 30,000원",,,,https://www.sbculture.or.kr/culture/bbs/BMSR00005/view.do?boardId=19957&menuNo=500144,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=87faff9edffd4e1e9eea4235b0ef5813&thumb=Y,2023-03-21,기관,2023-05-06,2023-05-06,기타
축제-전통/역사,종로구,2023 고종 ? 명성후 가례 재현,2023-05-06~2023-05-06,운현궁,,시민 누구나,,,,,https://www.unhyeongung.or.kr/sub/prpgram/total_list.php?sno=0&group=basic&code=B35&category=&&abmode=view&no=1118&bsort=&bfsort=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=148dd79cb9fc42f392b70b0fe32962d7&thumb=Y,2023-04-17,기관,2023-05-06,2023-05-06,기타
전시/미술,은평구,"한양 여성, 문 밖을 나서다 - 일하는 여성들",2023-05-05~2023-10-31,서울역사박물관 기획전시실A,,시민 누구나,,,,,https://museum.seoul.go.kr/www/board/NR_boardList.do?bbsCd=1002&q_exhSttus=next&sso=ok,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=036747f47b6b49bf99d8a7f5dd4bf35b&thumb=Y,2023-04-17,기관,2023-05-05,2023-10-31,기타
뮤지컬/오페라,광진구,어린이 뮤지컬 [어린왕자],2023-05-05~2023-05-14,나루아트센터 소공연장,,36개월이상 관람가능,"전석 20,000원",,,,https://www.naruart.or.kr/bbs/board.php?bo_table=performance&wr_id=827,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c8cee058c98f4c5691e4a5e032a3157c&thumb=Y,2023-03-29,기관,2023-05-05,2023-05-14,어린이/청소년 문화행사
